City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Coromandel,BR,2022-05-19 14:16:27,-18.4733,-47.2003,57.24,47,100,10.22
280,Lang Son,VN,2022-05-19 14:16:27,21.8333,106.7333,74.08,90,94,2.57
281,Mayo,US,2022-05-19 14:16:27,38.8876,-76.5119,73.24,78,0,5.75
282,Grindavik,IS,2022-05-19 14:16:27,63.8424,-22.4338,55.35,93,75,14.97
283,Shedok,RU,2022-05-19 14:16:27,44.2179,40.8487,45.5,97,100,1.74
284,Gat,IL,2022-05-19 14:12:31,31.61,34.7642,85.41,39,0,14.88
285,Murgab,TM,2022-05-19 14:16:28,37.4966,61.9714,85.87,26,0,11.5
286,Columbus,US,2022-05-19 14:13:34,39.9612,-82.9988,68.52,89,100,9.22
287,Alice Springs,AU,2022-05-19 14:16:28,-23.7,133.8833,53.15,76,0,6.91
288,Ponta Do Sol,PT,2022-05-19 14:16:28,32.6667,-17.1,70.72,83,100,1.59
289,Clyde River,CA,2022-05-19 14:12:08,70.4692,-68.5914,23.23,93,100,2.3
290,Mwinilunga,ZM,2022-05-19 14:16:28,-11.7358,24.4293,80.83,32,24,2.42
291,Mecca,SA,2022-05-19 14:16:29,21.4267,39.8261,101.88,17,0,15.75
292,Worland,US,2022-05-19 14:16:29,44.0169,-107.9554,52.95,66,0,23.02
293,Sao Jose Da Coroa Grande,BR,2022-05-19 14:16:29,-8.8978,-35.1478,84.78,67,74,11.12
294,Geraldton,AU,2022-05-19 14:16:29,-28.7667,114.6,61.21,94,75,3.44
295,Pacific Grove,US,2022-05-19 14:16:30,36.6177,-121.9166,57.54,90,0,8.99
296,Homer,US,2022-05-19 14:16:30,59.6425,-151.5483,44.76,77,0,5.01
297,Seymchan,RU,2022-05-19 14:16:30,62.8833,152.4333,41.65,74,100,11.36
298,Lacey,US,2022-05-19 14:16:30,47.0343,-122.8232,46.2,83,20,10.36
299,Yar-Sale,RU,2022-05-19 14:16:31,66.8333,70.8333,34.52,99,100,17.81
300,Okakarara,NA,2022-05-19 14:16:31,-20.5833,17.4333,79.48,16,4,11.18
301,Ilulissat,GL,2022-05-19 14:16:31,69.2167,-51.1,32.02,69,20,4.61
302,Namibe,AO,2022-05-19 14:16:31,-15.1961,12.1522,74.61,66,11,14.9
303,The Valley,AI,2022-05-19 14:16:31,18.217,-63.0578,85.86,74,20,12.66
304,Churapcha,RU,2022-05-19 14:16:32,62.0025,132.4325,38.68,93,87,8.81
305,Worthington,US,2022-05-19 14:16:32,40.0931,-83.018,68.67,87,100,9.22
306,Saint-Leu,RE,2022-05-19 14:16:32,-21.15,55.2833,74.26,72,14,7.96
307,Ambanja,MG,2022-05-19 14:16:32,-13.6833,48.45,77.5,79,100,3.27
308,Buguruslan,RU,2022-05-19 14:16:32,53.6554,52.442,50.85,70,87,14.03
309,Visnes,NO,2022-05-19 14:16:32,59.3556,5.2242,56.82,82,75,13.8
310,Monteagudo,BO,2022-05-19 14:16:33,-19.8167,-63.9833,61.61,35,32,4.29
311,Maragogi,BR,2022-05-19 14:16:33,-9.0122,-35.2225,85.17,66,70,10.36
312,Mayor Pablo Lagerenza,PY,2022-05-19 14:16:33,-19.9309,-60.7718,62.83,31,95,3.42
313,Vao,NC,2022-05-19 14:16:33,-22.6667,167.4833,74.88,82,92,18.34
314,Maniitsoq,GL,2022-05-19 14:16:33,65.4167,-52.9,37.94,56,9,2.89
315,Nelson Bay,AU,2022-05-19 14:16:33,-32.7167,152.15,64.99,59,100,1.99
316,Kloulklubed,PW,2022-05-19 14:16:33,7.0419,134.2556,80.08,82,100,8.77
317,Rosarito,MX,2022-05-19 14:16:34,32.3333,-117.0333,59.92,82,79,3.67
318,Oyama,JP,2022-05-19 14:16:34,36.3,139.8,72.59,63,100,5.84
319,Sambava,MG,2022-05-19 14:16:34,-14.2667,50.1667,78.08,67,100,15.14
320,Faro,PT,2022-05-19 14:16:34,37.0194,-7.9322,84.18,36,0,9.22
321,Matelandia,BR,2022-05-19 14:16:34,-25.2408,-53.9964,55.24,67,18,4.81
322,Nizwa,OM,2022-05-19 14:16:34,22.9333,57.5333,106.3,6,0,9.06
323,Novyy Urengoy,RU,2022-05-19 14:15:00,66.0833,76.6333,51.35,85,100,16.84
324,Rongcheng,CN,2022-05-19 14:16:35,30.634,117.8517,58.84,95,100,2.57
325,Rosiori,RO,2022-05-19 14:16:35,44.8,27.3833,69.78,33,15,12.88
326,Starosubkhangulovo,RU,2022-05-19 14:16:35,53.1031,57.4423,50.95,87,100,7.52
327,Rivadavia,AR,2022-05-19 14:16:35,-33.1905,-68.4608,48.83,34,2,2.75
328,Nabire,ID,2022-05-19 14:16:35,-3.3667,135.4833,76.66,91,92,2.35
329,Libreville,GA,2022-05-19 14:16:36,0.3925,9.4537,78.73,86,100,4.16
330,Darhan,MN,2022-05-19 14:16:36,49.4867,105.9228,70.39,27,2,4.5
331,Nombre De Dios,MX,2022-05-19 14:16:36,23.85,-104.2333,63.95,36,10,5.7
332,Broadford,AU,2022-05-19 14:16:36,-37.2,145.0667,50.54,88,0,5.7
333,Nanakuli,US,2022-05-19 14:16:36,21.3906,-158.1547,78.75,83,75,11.5
334,Barretos,BR,2022-05-19 14:16:36,-20.5572,-48.5678,59.16,54,56,7.29
335,Teluknaga,ID,2022-05-19 14:16:37,-6.0989,106.6381,78.19,100,40,4.61
336,Sompeta,IN,2022-05-19 14:16:37,18.9333,84.6,85.41,80,19,16.4
337,Bath,GB,2022-05-19 14:13:02,51.3779,-2.3591,68.95,62,64,8.14
338,Taoudenni,ML,2022-05-19 14:16:37,22.6783,-3.9836,109.81,4,0,9.75
339,Dezhou,CN,2022-05-19 14:16:37,37.4486,116.2925,73.36,32,0,8.01
340,Port-Gentil,GA,2022-05-19 14:16:37,-0.7193,8.7815,78.39,88,100,12.95
341,Dwarka,IN,2022-05-19 14:16:38,22.2394,68.9678,83.43,78,0,13.35
342,Tecoanapa,MX,2022-05-19 14:16:38,16.5167,-98.75,81.41,59,83,3.47
343,Udachnyy,RU,2022-05-19 14:16:38,66.4167,112.4,43.34,91,100,8.93
344,Lodja,CD,2022-05-19 14:16:38,-3.4833,23.4333,90.77,43,73,3.06
345,Porohy,UA,2022-05-19 14:16:38,48.6876,24.2632,66.33,34,9,5.35
346,Cap Malheureux,MU,2022-05-19 14:16:38,-19.9842,57.6142,74.46,71,12,1.99
347,Nikolayevka,RU,2022-05-19 14:16:39,53.1257,47.2041,52.43,63,86,13.35
348,Vershino-Shakhtaminskiy,RU,2022-05-19 14:16:39,51.3012,117.8868,53.24,66,100,3.76
349,Liverpool,GB,2022-05-19 14:15:48,53.4106,-2.9779,68.09,51,20,3.44
350,Smidovich,RU,2022-05-19 14:16:39,48.6,133.8167,52.36,57,46,6.38
351,Mutuipe,BR,2022-05-19 14:16:39,-13.2286,-39.5047,84.81,41,56,3.44
352,Lincoln,US,2022-05-19 14:16:39,40.8,-96.667,77.14,74,0,12.66
353,Doctor Arroyo,MX,2022-05-19 14:16:39,23.6667,-100.1833,69.64,47,44,3.58
354,Zhigansk,RU,2022-05-19 14:16:40,66.7697,123.3711,32.58,87,3,4.03
355,Arman,RU,2022-05-19 14:16:40,59.7,150.1667,34.02,99,100,3.96
356,Tyulgan,RU,2022-05-19 14:16:40,52.3405,56.166,54.3,75,50,14.81
357,Mareeba,AU,2022-05-19 14:16:40,-17.0,145.4333,69.44,91,8,2.68
358,Rupert,US,2022-05-19 14:16:40,42.6191,-113.6772,48.18,57,100,18.41
359,Great Falls,US,2022-05-19 14:16:40,47.5002,-111.3008,46.17,42,0,24.16
360,Oriximina,BR,2022-05-19 14:16:41,-1.7656,-55.8661,75.18,95,100,3.13
361,Tucumcari,US,2022-05-19 14:16:41,35.1717,-103.725,71.94,59,0,9.22
362,Suntar,RU,2022-05-19 14:16:41,62.1444,117.6319,48.97,94,100,7.56
363,Zbarazh,UA,2022-05-19 14:16:41,49.6636,25.7762,64.38,45,82,10.18
364,Montevideo,UY,2022-05-19 14:13:06,-34.8335,-56.1674,57.22,71,20,3.44
365,Saint-Augustin,CA,2022-05-19 14:16:41,51.226,-58.6502,39.27,90,100,11.88
366,Safford,US,2022-05-19 14:16:42,32.834,-109.7076,70.72,21,0,0.0
367,Khandyga,RU,2022-05-19 14:16:42,62.6667,135.6,38.68,96,100,4.54
368,Hambantota,LK,2022-05-19 14:16:42,6.1241,81.1185,80.69,80,8,16.49
369,Broken Hill,AU,2022-05-19 14:16:42,-31.95,141.4333,52.2,56,100,9.55
370,Newport,GB,2022-05-19 14:15:54,51.5877,-2.9984,67.77,67,100,9.35
371,Port Blair,IN,2022-05-19 14:16:43,11.6667,92.75,82.27,82,100,18.5
372,Mandalgarh,IN,2022-05-19 14:16:43,25.2,75.1,100.69,9,0,4.18
373,Ambon,ID,2022-05-19 14:16:43,-3.6954,128.1814,78.94,89,40,4.61
374,Iguape,BR,2022-05-19 14:16:43,-24.7081,-47.5553,65.53,51,61,6.22
375,Sao Miguel Do Araguaia,BR,2022-05-19 14:16:44,-13.275,-50.1628,70.72,25,59,9.75
376,Tongren,CN,2022-05-19 14:16:44,27.7172,109.1853,59.74,97,100,0.11
377,Bahia Honda,CU,2022-05-19 14:16:44,22.9036,-83.1592,83.48,61,93,4.21
378,Mount Gambier,AU,2022-05-19 14:16:44,-37.8333,140.7667,47.3,82,40,4.45
379,Oskarshamn,SE,2022-05-19 14:16:44,57.2645,16.4484,79.99,44,100,6.89
380,Malanje,AO,2022-05-19 14:16:45,-9.5402,16.341,83.01,28,9,2.64
381,Igarka,RU,2022-05-19 14:16:45,67.4667,86.5833,33.89,89,99,8.95
382,Dabakala,CI,2022-05-19 14:14:47,8.3667,-4.4333,97.27,36,29,5.19
383,Vila Do Maio,CV,2022-05-19 14:16:45,15.1333,-23.2167,88.59,80,30,14.9
384,Nioro,GM,2022-05-19 14:16:45,13.35,-15.75,107.15,10,25,3.22
385,Tuatapere,NZ,2022-05-19 14:16:45,-46.1333,167.6833,44.24,85,93,11.41
386,Sayyan,YE,2022-05-19 14:16:45,15.1718,44.3244,74.34,11,100,16.82
387,Itoman,JP,2022-05-19 14:16:46,26.1247,127.6694,75.22,88,75,9.22
388,Lorengau,PG,2022-05-19 14:16:46,-2.0226,147.2712,81.73,80,24,6.51
389,Aleksandrovskoye,RU,2022-05-19 14:15:19,44.7142,43.0008,50.5,79,100,14.79
390,Nizhnevartovsk,RU,2022-05-19 14:12:16,60.9344,76.5531,51.82,100,20,6.71
391,Pasni,PK,2022-05-19 14:16:46,25.2631,63.471,84.56,77,0,17.11
392,Salina Cruz,MX,2022-05-19 14:16:46,16.1667,-95.2,84.27,66,68,6.62
393,Chon Daen,TH,2022-05-19 14:16:47,16.1895,100.8596,77.9,89,100,5.03
394,Jalu,LY,2022-05-19 14:16:47,29.0331,21.5482,87.98,18,0,16.28
395,Tura,IN,2022-05-19 14:16:47,25.5198,90.2201,68.31,94,100,7.02
396,Pachino,IT,2022-05-19 14:16:47,36.7186,15.0907,69.26,66,76,18.21
397,Bull Savanna,JM,2022-05-19 14:16:47,17.8868,-77.5902,81.1,69,100,13.15
398,Abnub,EG,2022-05-19 14:16:48,27.2696,31.1511,98.33,5,5,13.94
399,Eleousa,GR,2022-05-19 14:16:48,39.7064,20.7925,69.53,32,0,11.5
400,Severobaykalsk,RU,2022-05-19 14:16:48,55.65,109.3167,43.29,81,30,1.03
401,Atbasar,KZ,2022-05-19 14:16:48,51.8,68.3333,60.22,46,97,18.25
402,Cabo San Lucas,MX,2022-05-19 14:16:49,22.8909,-109.9124,74.61,66,10,10.09
403,Mantua,IT,2022-05-19 14:16:49,45.1667,10.7833,84.09,45,15,5.01
404,Pacifica,US,2022-05-19 14:16:49,37.6138,-122.4869,63.0,84,20,24.16
405,Palmer,US,2022-05-19 14:16:49,42.1584,-72.3287,54.86,88,100,4.61
406,Kathu,TH,2022-05-19 14:15:53,7.9178,98.3332,87.69,96,73,13.53
407,Hualmay,PE,2022-05-19 14:16:50,-11.0964,-77.6139,67.46,84,60,7.47
408,Inhambane,MZ,2022-05-19 14:16:50,-23.865,35.3833,74.37,77,31,5.12
409,Tsovazard,AM,2022-05-19 14:16:50,40.4709,45.0588,57.02,65,6,14.34
410,Hede,CN,2022-05-19 14:16:50,33.7681,120.2517,65.98,58,100,8.79
411,That Phanom,TH,2022-05-19 14:16:51,16.9364,104.7104,77.25,89,100,8.99
412,Concarneau,FR,2022-05-19 14:16:51,47.875,-3.9225,71.82,58,63,8.12
413,Portland,US,2022-05-19 14:15:23,45.5234,-122.6762,47.62,88,91,1.99
414,Sandnessjoen,NO,2022-05-19 14:14:02,66.0217,12.6316,57.72,67,20,4.61
415,Lata,PT,2022-05-19 14:16:51,40.1629,-8.3327,80.49,44,79,8.37
416,Tomatlan,MX,2022-05-19 14:16:52,19.9333,-105.25,74.79,57,73,1.54
417,Taksimo,RU,2022-05-19 14:16:52,56.3444,114.8794,51.01,72,54,6.35
418,Tiksi,RU,2022-05-19 14:16:46,71.6872,128.8694,29.84,91,100,12.46
419,Katsina,NG,2022-05-19 14:16:40,12.9894,7.6006,98.69,21,84,16.91
420,Mount Isa,AU,2022-05-19 14:16:53,-20.7333,139.5,71.37,56,53,10.36
421,San Patricio,US,2022-05-19 14:16:53,28.017,-97.5169,82.29,65,33,16.91
422,Atherton,GB,2022-05-19 14:16:53,53.5237,-2.4935,67.69,45,54,1.99
423,Idenao,CM,2022-05-19 14:16:53,4.2475,9.0047,78.57,90,100,2.51
424,Petropavlovsk-Kamchatskiy,RU,2022-05-19 14:16:54,53.0452,158.6483,37.99,100,100,13.42
425,Beringovskiy,RU,2022-05-19 14:16:54,63.05,179.3167,33.12,94,100,0.31
426,Matamba,TZ,2022-05-19 14:16:54,-8.9833,33.9667,64.22,59,100,5.26
427,Port Keats,AU,2022-05-19 14:16:54,-14.25,129.55,75.94,45,0,5.77
428,Kieta,PG,2022-05-19 14:16:55,-6.2167,155.6333,79.39,82,6,0.92
429,Puerto Carreno,CO,2022-05-19 14:16:55,6.189,-67.4859,75.18,94,75,8.05
430,Henties Bay,NA,2022-05-19 14:16:55,-22.116,14.2845,63.28,80,3,17.43
431,Djambala,CG,2022-05-19 14:16:55,-2.5447,14.7533,75.16,79,100,4.32
432,Torata,PE,2022-05-19 14:16:55,-17.0769,-70.8433,60.89,40,100,4.43
433,Saint George,US,2022-05-19 14:16:55,37.1041,-113.5841,75.79,23,0,4.61
434,Ubinskoye,RU,2022-05-19 14:16:56,55.3068,79.6802,60.82,39,62,16.87
435,Barabai,ID,2022-05-19 14:16:56,-2.5833,115.3833,77.85,88,98,2.06
436,Romilly-Sur-Seine,FR,2022-05-19 14:16:56,48.5108,3.7263,86.38,77,100,8.55
437,Itaituba,BR,2022-05-19 14:16:56,-4.2761,-55.9836,80.76,57,75,0.0
438,Chumikan,RU,2022-05-19 14:16:56,54.7183,135.315,26.8,98,68,1.72
439,Forbes,AU,2022-05-19 14:16:57,-33.3833,148.0167,43.92,72,100,6.29
440,Bentiu,SS,2022-05-19 14:16:57,9.2333,29.8333,97.92,30,93,4.0
441,Teahupoo,PF,2022-05-19 14:16:57,-17.8333,-149.2667,67.96,77,37,9.73
442,Chisinau,MD,2022-05-19 14:15:25,47.0056,28.8575,72.03,26,0,17.27
443,Fare,PF,2022-05-19 14:16:57,-16.7,-151.0167,80.19,68,25,7.63
444,Clarence Town,AU,2022-05-19 14:16:57,-32.5833,151.7833,64.85,78,100,0.87
445,Novoalekseyevskaya,RU,2022-05-19 14:16:57,44.8189,40.9339,50.07,89,100,11.27
446,Faya,SA,2022-05-19 14:16:58,18.3851,42.4509,84.72,10,6,13.2
447,Volgodonsk,RU,2022-05-19 14:16:58,47.5136,42.1514,57.45,65,100,12.06
448,Severo-Kurilsk,RU,2022-05-19 14:16:58,50.6789,156.125,42.28,88,93,2.93
449,Ancud,CL,2022-05-19 14:12:41,-41.8697,-73.8203,51.26,84,100,14.14
450,Palora,EC,2022-05-19 14:16:58,-1.7,-77.9333,66.31,98,100,1.61
451,Zhangye,CN,2022-05-19 14:16:58,38.9342,100.4517,72.28,17,70,5.61
452,Guanica,PR,2022-05-19 14:16:58,17.9716,-66.908,89.53,67,58,5.01
453,Natal,BR,2022-05-19 14:13:51,-5.795,-35.2094,86.65,70,75,9.22
454,Qaqortoq,GL,2022-05-19 14:16:59,60.7167,-46.0333,38.26,77,11,6.89
455,Moerai,PF,2022-05-19 14:16:59,-22.4333,-151.3333,77.61,76,19,10.85
456,Radhanpur,IN,2022-05-19 14:16:59,23.8333,71.6,98.08,25,0,8.95
457,Tabory,RU,2022-05-19 14:16:59,58.5198,64.5495,49.69,79,100,11.36
458,Batagay-Alyta,RU,2022-05-19 14:17:00,67.8006,130.4114,29.07,99,100,3.91
459,Hamilton,US,2022-05-19 14:17:00,39.1834,-84.5333,65.55,97,100,6.91
460,Kyabram,AU,2022-05-19 14:17:00,-36.3167,145.05,46.87,80,6,10.36
461,Takoradi,GH,2022-05-19 14:17:00,4.8845,-1.7554,83.88,74,98,10.65
462,Saint Pete Beach,US,2022-05-19 14:17:01,27.7253,-82.7412,86.09,67,40,5.75
463,Sheridan,US,2022-05-19 14:17:01,44.8333,-106.9173,39.02,86,100,14.97
464,Tbilisskaya,RU,2022-05-19 14:17:01,45.3633,40.19,57.94,65,100,14.18
465,Buala,SB,2022-05-19 14:17:01,-8.145,159.5921,80.04,79,2,2.33
466,Ano Kastritsion,GR,2022-05-19 14:16:19,38.2667,21.8333,68.05,33,0,5.01
467,Manokwari,ID,2022-05-19 14:17:01,-0.8667,134.0833,76.68,91,100,7.49
468,Trat,TH,2022-05-19 14:17:02,12.5,102.5,76.39,95,100,0.56
469,Ercis,TR,2022-05-19 14:17:02,39.0287,43.3586,63.14,46,26,15.32
470,Jiangyou,CN,2022-05-19 14:15:28,31.7667,104.7167,67.8,78,100,0.65
471,Urubicha,BO,2022-05-19 14:17:02,-15.3833,-62.95,66.51,22,72,3.58
472,Tukrah,LY,2022-05-19 14:17:02,32.5341,20.5791,70.12,74,3,19.42
473,Zahir Pir,PK,2022-05-19 14:17:02,28.8124,70.524,109.81,7,0,9.33
474,Oksfjord,NO,2022-05-19 14:17:03,70.2396,22.3479,41.07,91,84,3.76
475,Kenora,CA,2022-05-19 14:17:03,49.8167,-94.4337,43.77,100,100,5.75
476,Rakovski,BG,2022-05-19 14:17:03,42.3,24.9667,71.69,42,9,5.5
477,Tabou,CI,2022-05-19 14:17:03,4.423,-7.3528,83.52,73,73,9.98
478,Zabol,AF,2022-05-19 14:17:04,32.25,67.25,79.79,8,0,27.2
479,Piterka,RU,2022-05-19 14:17:04,50.6803,47.4454,60.06,54,100,9.78
480,Hay River,CA,2022-05-19 14:17:04,60.8156,-115.7999,28.38,86,20,13.8
481,Shalya,RU,2022-05-19 14:17:04,57.2471,58.7298,41.88,86,98,6.71
482,Longyearbyen,SJ,2022-05-19 14:16:47,78.2186,15.6401,30.04,80,75,6.91
483,Qui Nhon,VN,2022-05-19 14:17:04,13.7667,109.2333,79.66,88,100,1.01
484,Katsuura,JP,2022-05-19 14:17:05,35.1333,140.3,66.04,80,100,14.94
485,Clearwater,US,2022-05-19 14:17:05,27.9659,-82.8001,85.03,74,75,3.44
486,Yerofey Pavlovich,RU,2022-05-19 14:17:05,53.9667,121.9667,52.09,81,100,4.68
487,Saint-Francois,FR,2022-05-19 14:17:05,46.4154,3.9054,87.67,37,0,3.44
488,Port Macquarie,AU,2022-05-19 14:17:06,-31.4333,152.9167,54.9,66,100,8.19
489,Maldonado,UY,2022-05-19 14:17:06,-34.6667,-54.9167,58.39,60,18,5.88
490,Mandalgovi,MN,2022-05-19 14:17:06,45.7625,106.2708,65.01,27,48,5.39
491,Dubovskoye,RU,2022-05-19 14:17:06,47.4092,42.7575,58.19,70,100,8.46
492,Kisaran,ID,2022-05-19 14:17:06,2.9845,99.6158,77.14,87,61,1.99
493,Alice,US,2022-05-19 14:17:06,27.7523,-98.0697,81.84,78,100,17.27
494,Saint-Louis,SN,2022-05-19 14:17:06,16.3333,-15.0,108.05,5,60,10.74
495,Anqiu,CN,2022-05-19 14:17:07,36.4342,119.1925,72.14,36,60,14.0
496,Kununurra,AU,2022-05-19 14:17:07,-15.7667,128.7333,69.78,73,1,0.0
497,Sao Joao Da Barra,BR,2022-05-19 14:17:07,-21.6403,-41.0511,71.69,40,0,12.97
498,Matara,LK,2022-05-19 14:17:07,5.9485,80.5353,77.95,91,12,8.79
499,Contamana,PE,2022-05-19 14:17:08,-7.3333,-75.0167,73.87,56,93,3.8
500,Sola,VU,2022-05-19 14:15:11,-13.8833,167.55,81.73,78,18,15.93
501,Mudgee,AU,2022-05-19 14:17:08,-32.5943,149.5871,41.79,71,100,6.62
502,Upington,ZA,2022-05-19 14:15:20,-28.4478,21.2561,70.18,40,0,12.66
503,La Ronge,CA,2022-05-19 14:17:08,55.1001,-105.2842,41.25,52,75,14.97
504,Escalerillas,MX,2022-05-19 14:17:08,22.1333,-101.0667,60.67,72,0,0.0
505,Romitan,UZ,2022-05-19 14:17:09,39.9343,64.3814,85.95,26,20,16.11
506,Maunabo,PR,2022-05-19 14:17:09,18.0072,-65.8993,89.47,81,38,11.97
507,Sinnamary,GF,2022-05-19 14:17:09,5.3833,-52.95,81.52,74,100,7.31
508,Coronel,CL,2022-05-19 14:17:09,-37.0167,-73.1333,55.42,88,100,10.38
509,Riyadh,SA,2022-05-19 14:15:34,24.6877,46.7219,107.74,6,0,7.76
510,Velizh,RU,2022-05-19 14:17:09,55.6056,31.1967,63.7,45,90,10.56
511,Rumoi,JP,2022-05-19 14:17:09,43.9344,141.6428,52.21,94,71,2.82
512,Naze,JP,2022-05-19 14:17:10,28.3667,129.4833,70.72,84,100,13.69
513,Golyshmanovo,RU,2022-05-19 14:17:10,56.3979,68.3728,53.73,71,85,17.63
514,Shirokiy,RU,2022-05-19 14:17:10,49.758,129.523,50.68,54,96,5.84
515,Ural,RU,2022-05-19 14:17:10,55.9078,94.7464,69.06,45,88,7.67
516,Indiaroba,BR,2022-05-19 14:17:11,-11.5192,-37.5117,92.34,46,100,4.38
517,Makat,KZ,2022-05-19 14:17:11,47.6469,53.3463,76.03,31,81,13.24
518,Sistranda,NO,2022-05-19 14:17:11,63.7256,8.834,66.16,82,94,15.79
519,Sabang,ID,2022-05-19 14:17:11,5.8933,95.3214,84.13,75,98,15.79
520,Itambacuri,BR,2022-05-19 14:17:11,-18.0311,-41.685,69.48,30,98,12.75
521,Cockburn Town,TC,2022-05-19 14:17:12,21.4612,-71.1419,80.67,85,33,14.94
522,Boende,CD,2022-05-19 14:17:12,-0.2167,20.8667,86.94,59,99,1.21
523,Mogadishu,SO,2022-05-19 14:12:25,2.0371,45.3438,81.84,75,81,16.17
524,Tabas,IR,2022-05-19 14:17:12,33.5959,56.9244,92.28,8,0,18.52
525,Tulsipur,NP,2022-05-19 14:17:12,28.131,82.2973,84.69,25,8,4.65
526,Namwala,ZM,2022-05-19 14:17:12,-15.7504,26.4384,80.24,31,76,2.55
527,Gondanglegi,ID,2022-05-19 14:17:13,-7.7479,112.0132,77.16,92,100,2.89
528,Camargo,MX,2022-05-19 14:17:13,27.6667,-105.1667,76.23,18,20,8.21
529,Severodvinsk,RU,2022-05-19 14:17:13,64.5635,39.8302,46.51,60,30,17.63
530,Sorrento,IT,2022-05-19 14:17:13,40.626,14.3744,84.11,71,0,0.0
531,Ballina,AU,2022-05-19 14:17:13,-28.8667,153.5667,59.77,68,100,11.48
532,Salinas,US,2022-05-19 14:17:13,36.6777,-121.6555,63.0,83,100,4.61
533,Esmeraldas,BR,2022-05-19 14:17:14,-19.7625,-44.3139,60.91,47,13,10.6
534,Bahia Blanca,AR,2022-05-19 14:17:14,-38.7196,-62.2724,48.63,53,100,12.59
535,Pont-Saint-Esprit,FR,2022-05-19 14:17:14,44.2549,4.6474,87.53,37,66,15.64
536,Mattru,SL,2022-05-19 14:17:14,7.6244,-11.8332,89.46,60,100,3.58
537,Rawson,AR,2022-05-19 14:17:15,-43.3002,-65.1023,52.3,46,96,4.18
538,Taltal,CL,2022-05-19 14:17:15,-25.4,-70.4833,61.7,71,42,2.8
539,Shache,CN,2022-05-19 14:17:15,38.4167,77.2406,80.46,19,100,6.89
540,Havre-Saint-Pierre,CA,2022-05-19 14:17:15,50.2334,-63.5986,46.76,57,0,17.27
541,Cap-Aux-Meules,CA,2022-05-19 14:17:15,47.3821,-61.8597,46.45,61,20,19.57
542,Boa Vista,BR,2022-05-19 14:17:15,2.8197,-60.6733,73.38,94,100,3.44
543,Gravdal,NO,2022-05-19 14:17:16,68.1214,13.5031,44.01,73,15,5.53
544,Marienburg,PL,2022-05-19 14:17:16,54.0359,19.0266,79.57,50,100,10.07
545,Banepa,NP,2022-05-19 14:17:16,27.6298,85.5214,75.52,65,40,8.05
546,Ventspils,LV,2022-05-19 14:15:08,57.3894,21.5606,53.53,71,0,14.97
547,Padang,ID,2022-05-19 14:17:16,-0.9492,100.3543,77.05,80,100,2.33
548,Manggar,ID,2022-05-19 14:17:16,-2.8833,108.2667,81.73,79,100,3.74
549,Sabha,LY,2022-05-19 14:16:48,27.0377,14.4283,93.52,11,0,7.94
550,North Platte,US,2022-05-19 14:17:17,41.1239,-100.7654,71.11,53,0,15.01
551,Gerash,IR,2022-05-19 14:17:17,27.6652,54.1371,102.34,6,0,17.45
552,Ayan,RU,2022-05-19 14:17:17,56.45,138.1667,32.72,91,11,7.49
553,Tessalit,ML,2022-05-19 14:17:17,20.1986,1.0114,105.64,5,16,19.55
554,Vestmannaeyjar,IS,2022-05-19 14:17:17,63.4427,-20.2734,49.19,93,75,24.16
555,Bilibino,RU,2022-05-19 14:15:59,68.0546,166.4372,34.83,99,100,3.87
